repo,path,parse_error,name,events,crons,jobs,reusable_call_jobs,jobs_with_timeout,jobs_with_matrix,max_matrix_legs,concurrency_cancel,has_path_filter,jobs_with_cache,jobs_with_install,runs_listed
fission/fission,.github/workflows/dependency-review.yml,,Dependency Review,pull_request,,1,0,0,0,0,True,False,0,0,27
fission/fission,.github/workflows/lint-dashboards.yaml,,Lint dashboards,"push,pull_request",,1,0,0,0,0,False,True,1,0,0
fission/fission,.github/workflows/lint.yaml,,Lint and Unit tests,"push,pull_request",,1,0,0,0,0,True,True,1,1,24
fission/fission,.github/workflows/push_pr.yaml,,Fission CI,"push,pull_request",,1,0,0,1,3,True,True,1,1,20
fission/fission,.github/workflows/release.yaml,,Create Draft release,push,,3,0,0,2,0,False,False,1,0,0
fission/fission,.github/workflows/scorecard.yml,,Scorecard supply-chain security,"branch_protection_rule,schedule,push",41 18 * * 0,1,0,0,0,0,False,False,0,0,4
fission/fission,.github/workflows/statestore-integration.yaml,,Statestore integration,"push,pull_request",,1,0,0,0,0,False,True,1,1,6
fission/fission,.github/workflows/tlc.yaml,,TLC model check,"push,pull_request",,1,0,0,0,0,False,True,0,1,10
fission/fission,.github/workflows/upgrade_test.yaml,,Fission CI upgrade,"push,pull_request",,1,0,0,1,2,True,True,1,1,19
avelino/awesome-go,.github/workflows/check-for-spammy-issues.yml,,Issues spammy check,issues,,1,0,0,0,0,False,False,0,0,12
avelino/awesome-go,.github/workflows/pr-quality-check.yaml,,PR Quality Checks,pull_request_target,,5,0,0,0,0,False,False,0,0,111
avelino/awesome-go,.github/workflows/recheck-open-prs.yaml,,Re-check all open PRs,workflow_dispatch,,1,0,0,0,0,False,False,0,0,0
avelino/awesome-go,.github/workflows/run-check.yaml,,Check For Stale Repositories,"workflow_dispatch,schedule",0 0 * * 0,1,0,0,0,0,False,False,0,1,2
avelino/awesome-go,.github/workflows/site-deploy.yaml,,site-deploy,push,,1,0,0,0,0,False,False,1,1,0
avelino/awesome-go,.github/workflows/tests.yaml,,tests,"push,pull_request",,1,0,0,0,0,False,False,0,1,73
ollama/ollama,.github/workflows/latest.yaml,,latest,release,,1,0,0,0,0,False,False,0,0,1
ollama/ollama,.github/workflows/release.yaml,,release,push,,9,0,0,4,11,False,False,6,1,7
ollama/ollama,.github/workflows/test-install.yaml,,test-install,pull_request,,1,0,0,1,2,False,True,0,0,10
ollama/ollama,.github/workflows/test-llamacpp-update.yaml,,test-llamacpp-update,pull_request,,8,0,0,4,10,False,True,4,1,2
ollama/ollama,.github/workflows/test.yaml,,test,pull_request,,8,0,0,5,5,True,True,5,3,159
microsoft/TypeScript,.github/workflows/accept-baselines-fix-lints.yaml,,"Accept Baselines, Fix Lints, and Format",workflow_dispatch,,1,0,0,0,0,False,False,0,1,0
microsoft/TypeScript,.github/workflows/bump-vscode-typescript.yml,,Bump vscode-typescript,workflow_dispatch,,2,0,0,0,0,False,False,0,1,0
microsoft/TypeScript,.github/workflows/ci.yml,,CI,"push,pull_request,merge_group",,14,0,0,3,5,False,False,0,12,82
microsoft/TypeScript,.github/workflows/close-issues.yml,,Close issues,"schedule,workflow_dispatch",0 1 * * *,1,0,0,0,0,False,False,0,0,3
microsoft/TypeScript,.github/workflows/codeql.yml,,CodeQL,"push,pull_request,schedule",30 1 * * 0,1,0,0,0,0,False,False,0,1,77
microsoft/TypeScript,.github/workflows/copilot-setup-steps.yml,,Copilot Setup Steps,workflow_dispatch,,1,0,0,0,0,False,False,0,1,0
microsoft/TypeScript,.github/workflows/create-cherry-pick-pr.yml,,Create cherry pick PR,workflow_dispatch,,1,0,0,0,0,False,False,0,0,0
microsoft/TypeScript,.github/workflows/scorecard.yml,,Scorecard supply-chain security,"branch_protection_rule,schedule,push",19 15 * * 4,1,0,0,0,0,False,False,0,0,6
microsoft/TypeScript,.github/workflows/sync-wiki.yml,,Sync Two Wiki Repos,gollum,,1,0,0,0,0,False,False,0,0,0
microsoft/TypeScript,.github/workflows/tag-vscode-typescript.yml,,Tag vscode-typescript release,push,,1,0,0,0,0,False,True,0,0,0
fatedier/frp,.github/workflows/build-and-push-image.yml,,Build Image and Publish to Dockerhub & GPR,"release,workflow_dispatch",,1,0,0,0,0,False,False,0,0,2
fatedier/frp,.github/workflows/golangci-lint.yml,,golangci-lint,"push,pull_request",,1,0,0,0,0,False,False,0,1,140
fatedier/frp,.github/workflows/goreleaser.yml,,goreleaser,workflow_dispatch,,1,0,0,0,0,False,False,1,1,2
fatedier/frp,.github/workflows/stale.yml,,Close stale issues and PRs,"schedule,workflow_dispatch",20 0 * * *,1,0,0,0,0,False,False,0,0,51
JuliusBrussee/caveman,.github/workflows/agent-conformance.yml,,agent-conformance,"schedule,workflow_dispatch",17 4 * * *,4,0,4,2,10,False,False,1,3,9
JuliusBrussee/caveman,.github/workflows/ci.yml,,CI,"push,pull_request",,4,0,4,1,3,False,False,1,4,92
JuliusBrussee/caveman,.github/workflows/engine-ci.yml,,engine-ci,"push,pull_request",,6,0,6,0,0,False,False,4,6,91
JuliusBrussee/caveman,.github/workflows/profiles.yml,,profile-contract,pull_request,,1,0,1,0,0,True,True,0,1,0
JuliusBrussee/caveman,.github/workflows/provider-catalog.yml,,provider-catalog-contract,pull_request,,1,0,1,0,0,True,True,0,1,0
JuliusBrussee/caveman,.github/workflows/release-binaries.yml,,release-binaries,push,,1,0,1,0,0,False,False,1,1,2
JuliusBrussee/caveman,.github/workflows/release-packages.yml,,release-packages,push,,3,0,3,0,0,False,False,0,2,0
JuliusBrussee/caveman,.github/workflows/sync-skill.yml,,Sync SKILL.md and rules,push,,1,0,0,0,0,False,True,0,0,5
infiniflow/ragflow,.github/workflows/kvrocks-parity.yml,,Kvrocks Parity,"push,pull_request,workflow_dispatch",,1,0,0,0,0,True,False,1,1,57
infiniflow/ragflow,.github/workflows/release.yml,,release,"schedule,push",0 13 * * *,4,0,0,1,6,True,False,2,1,1
infiniflow/ragflow,.github/workflows/sep-tests.yml,,sep-tests,"push,pull_request,schedule",0 16 * * *,4,0,0,2,0,True,True,0,3,124
infiniflow/ragflow,.github/workflows/serenedb.yml,,serenedb,workflow_dispatch,,1,0,0,0,0,False,False,0,0,0
gohugoio/hugo,.github/workflows/image.yml,,Build Docker image,"release,pull_request",,1,0,0,0,0,False,False,0,0,54
gohugoio/hugo,.github/workflows/stale.yml,,Close stale and lock closed issues and PRs,"workflow_dispatch,schedule",30 1 * * *,1,0,0,0,0,False,False,0,0,10
gohugoio/hugo,.github/workflows/test.yml,,Test,"push,pull_request",,1,0,0,1,2,False,False,1,1,79
gin-gonic/gin,.github/workflows/codeql.yml,,CodeQL,"push,pull_request,schedule",0 17 * * 5,1,0,0,1,1,False,False,0,0,50
gin-gonic/gin,.github/workflows/gin.yml,,Run Tests,"push,pull_request",,2,0,0,1,22,False,False,2,0,45
gin-gonic/gin,.github/workflows/goreleaser.yml,,Goreleaser,push,,1,0,0,0,0,False,False,1,0,0
gin-gonic/gin,.github/workflows/trivy-scan.yml,,Trivy Security Scan,"push,pull_request,schedule,workflow_dispatch",0 0 * * *,1,0,0,0,0,False,False,0,0,76
syncthing/syncthing,.github/workflows/build-infra-dockers.yaml,,Build Infrastructure Images,push,,1,0,0,1,4,False,False,1,0,14
syncthing/syncthing,.github/workflows/build-syncthing.yaml,,Build Syncthing,"pull_request,push,workflow_call,workflow_dispatch",,21,0,0,3,6,False,False,9,3,61
syncthing/syncthing,.github/workflows/mirrors.yaml,,Mirrors,"push,delete",,1,0,0,0,0,False,False,0,0,50
syncthing/syncthing,.github/workflows/org-members.yaml,,Org membership recommendations,"workflow_dispatch,schedule",0 0 1 * *,1,0,0,0,0,False,False,0,0,1
syncthing/syncthing,.github/workflows/pr-metadata.yaml,,PR metadata,pull_request_target,,1,0,0,0,0,False,False,0,0,20
syncthing/syncthing,.github/workflows/release-syncthing.yaml,,Release Syncthing,push,,1,0,0,0,0,False,False,1,0,5
syncthing/syncthing,.github/workflows/trigger-nightly.yaml,,Trigger nightly build & release,"workflow_dispatch,schedule",00 01 * * *,1,0,0,0,0,False,False,0,0,40
syncthing/syncthing,.github/workflows/update-docs-translations.yaml,,Update translations and documentation,"workflow_dispatch,schedule",42 3 * * 1,1,0,0,0,0,False,False,1,0,5
junegunn/fzf,.github/workflows/codeql-analysis.yml,,CodeQL,"push,pull_request,workflow_dispatch",,1,0,0,1,1,False,False,0,0,47
junegunn/fzf,.github/workflows/depsreview.yaml,,Dependency Review,pull_request,,1,0,0,0,0,False,False,0,0,24
junegunn/fzf,.github/workflows/labeler.yml,,Label PRs,pull_request_target,,1,0,0,0,0,False,False,0,0,23
junegunn/fzf,.github/workflows/linux.yml,,build,"push,pull_request,workflow_dispatch",,1,0,0,0,0,False,False,1,1,46
junegunn/fzf,.github/workflows/macos.yml,,Test fzf on macOS,"push,pull_request,workflow_dispatch",,1,0,0,0,0,False,False,1,0,0
junegunn/fzf,.github/workflows/release.yml,,Release,"push,workflow_dispatch",,1,0,0,0,0,False,False,1,0,2
junegunn/fzf,.github/workflows/typos.yml,,Spell Check,pull_request,,1,0,0,0,0,False,False,0,0,24
junegunn/fzf,.github/workflows/winget.yml,,Publish to Winget,"release,workflow_dispatch",,1,0,0,0,0,False,False,0,0,2
jesseduffield/lazygit,.github/workflows/check-required-label.yml,,Check Required Labels,pull_request,,1,0,0,0,0,False,False,0,0,54
jesseduffield/lazygit,.github/workflows/ci.yml,,Continuous Integration,"push,pull_request",,7,0,0,2,5,False,False,6,3,40
jesseduffield/lazygit,.github/workflows/close-issues.yml,,Close Issues,issue_comment,,1,0,0,0,0,False,False,0,0,51
jesseduffield/lazygit,.github/workflows/codespell.yml,,Codespell,"push,pull_request",,1,0,0,0,0,False,False,0,0,40
jesseduffield/lazygit,.github/workflows/release.yml,,Release,workflow_dispatch,,1,0,0,0,0,False,False,1,0,0
jesseduffield/lazygit,.github/workflows/sponsors.yml,,Generate Sponsors README,push,,1,0,0,0,0,False,False,0,0,6
netdata/netdata,.github/workflows/add-to-project.yml,,Add issues to Agent Board,issues,,1,0,0,0,0,False,False,0,0,1
netdata/netdata,.github/workflows/build.yml,,Build,"push,pull_request,workflow_dispatch",,17,0,0,1,3,True,False,3,4,20
netdata/netdata,.github/workflows/check-markdown.yml,,Docs Broken Link Check,pull_request,,1,0,0,0,0,True,True,1,1,11
netdata/netdata,.github/workflows/checks.yml,,Checks,"push,pull_request",,3,0,0,0,0,True,False,0,0,18
netdata/netdata,.github/workflows/cloud_regression.yml,,Trigger Cloud Regression E2E Tests,push,,1,0,0,0,0,False,True,0,0,0
netdata/netdata,.github/workflows/codeql.yml,,CodeQL,"pull_request,push,schedule",27 2 * * 1,5,0,0,2,1,True,False,0,0,15
netdata/netdata,.github/workflows/coverity.yml,,Coverity Scan,"schedule,pull_request",0 1 * * *,1,0,0,0,0,True,True,0,1,2
netdata/netdata,.github/workflows/docker.yml,,Docker,"push,pull_request,workflow_dispatch",,11,0,0,0,0,True,False,3,2,20
netdata/netdata,.github/workflows/generate-integrations.yml,,Generate Integrations,"push,workflow_dispatch",,1,0,0,0,0,True,True,1,1,0
netdata/netdata,.github/workflows/go-tests.yml,,Go Tests,"push,pull_request",,5,0,0,2,0,True,False,3,4,18
netdata/netdata,.github/workflows/kickstart-upload.yml,,Upload Kickstart Script,"push,workflow_dispatch",,1,0,0,0,0,True,True,0,0,0
netdata/netdata,.github/workflows/labeler.yml,,Pull Request Labeler,pull_request_target,,1,0,0,0,0,True,False,0,0,16
netdata/netdata,.github/workflows/monitor-releases.yml,,Monitor releases,"release,workflow_dispatch",,1,0,0,0,0,True,False,0,1,0
netdata/netdata,.github/workflows/netdata-support-bundle.yml,,Netdata support bundle,"push,pull_request",,5,0,0,1,3,True,True,0,1,0
netdata/netdata,.github/workflows/packagecloud.yml,,PackageCloud Cleanup,"schedule,workflow_dispatch",0 21 * * *,1,0,0,1,3,False,False,0,1,1
netdata/netdata,.github/workflows/packaging.yml,,Packages,"pull_request,push,workflow_dispatch",,6,0,0,0,0,True,False,1,2,20
netdata/netdata,.github/workflows/platform-eol-check.yml,,Check Platform EOL,"schedule,workflow_dispatch",0 3 * * 1,2,0,0,0,0,True,False,0,1,0
netdata/netdata,.github/workflows/prometheus-profile-tests.yml,,Prometheus Profile Tests,"push,pull_request",,1,0,1,0,0,True,True,1,1,16
netdata/netdata,.github/workflows/release.yml,,Release,"schedule,workflow_dispatch",0 0 * * *,4,0,0,0,0,True,False,0,0,2
netdata/netdata,.github/workflows/repoconfig-packages.yml,,Repository Packages,"workflow_dispatch,pull_request,push",,2,0,0,0,0,False,True,0,1,0
netdata/netdata,.github/workflows/review.yml,,Review,pull_request,,7,0,0,1,1,True,False,0,1,17
netdata/netdata,.github/workflows/snmp-topology-tests.yml,,SNMP & Topology Tests,"push,pull_request",,1,0,0,0,0,False,True,1,1,4
netdata/netdata,.github/workflows/sow.yml,,SOW,pull_request,,2,0,0,0,0,False,True,0,0,3
netdata/netdata,.github/workflows/tests.yml,,Tests,"push,pull_request",,1,0,0,0,0,True,True,0,1,10
netdata/netdata,.github/workflows/topology-container-tests.yml,,Topology Container Tests,"push,pull_request",,2,0,0,0,0,True,True,2,2,3
netdata/netdata,.github/workflows/trigger-learn-update.yml,,Trigger Netdata Learn documentation update,push,,1,0,0,0,0,True,True,0,0,2
netdata/netdata,.github/workflows/update-mcp-registry.yml,,Update MCP Registry,"release,workflow_dispatch",,1,0,0,0,0,True,False,0,0,0
caddyserver/caddy,.github/workflows/ai.yml,,AI Moderator,"issues,issue_comment,pull_request_review_comment",,1,0,0,0,0,False,False,0,0,45
caddyserver/caddy,.github/workflows/auto-release-pr.yml,,Release Proposal Approval Tracker,"pull_request_review,pull_request",,2,0,0,0,0,False,False,0,0,40
caddyserver/caddy,.github/workflows/ci.yml,,Tests,"push,pull_request",,3,0,0,1,7,False,False,2,2,25
caddyserver/caddy,.github/workflows/cross-build.yml,,Cross-Build,"push,pull_request",,1,0,0,1,11,False,False,1,1,26
caddyserver/caddy,.github/workflows/lint.yml,,Lint,"push,pull_request",,3,0,0,1,6,False,False,1,0,25
caddyserver/caddy,.github/workflows/release-proposal.yml,,Release Proposal,workflow_dispatch,,1,0,0,0,0,False,False,0,0,0
caddyserver/caddy,.github/workflows/release.yml,,Release,push,,2,0,0,1,2,False,False,1,2,0
caddyserver/caddy,.github/workflows/release_published.yml,,Release Published,release,,1,0,0,1,1,False,False,0,0,0
caddyserver/caddy,.github/workflows/scorecard.yml,,OpenSSF Scorecard supply-chain security,"branch_protection_rule,schedule,push,pull_request",20 2 * * 5,1,0,0,0,0,False,False,0,0,27
moby/moby,.github/workflows/.dco.yml,,.dco,workflow_call,,1,0,1,0,0,False,False,0,0,0
moby/moby,.github/workflows/.test-unit.yml,,.test-unit,workflow_call,,2,0,2,1,2,False,False,0,0,0
moby/moby,.github/workflows/.test.yml,,.test,workflow_call,,8,0,8,1,0,False,False,0,0,0
moby/moby,.github/workflows/.vm.yml,,.vm,workflow_call,,2,0,2,1,2,False,False,1,0,0
moby/moby,.github/workflows/.windows.yml,,.windows,workflow_call,,6,0,6,2,1,False,False,0,0,0
moby/moby,.github/workflows/bin-image.yml,,bin-image,"workflow_dispatch,push,pull_request",,2,2,0,0,0,True,False,0,0,16
moby/moby,.github/workflows/buildkit.yml,,buildkit,"workflow_dispatch,push,pull_request",,5,1,4,2,18,True,False,0,0,16
moby/moby,.github/workflows/ci.yml,,ci,"workflow_dispatch,push,pull_request",,8,1,5,2,4,True,False,0,0,16
moby/moby,.github/workflows/codeql.yml,,codeql,"push,pull_request,schedule",0 9 * * 4,1,0,1,0,0,True,False,0,0,11
moby/moby,.github/workflows/labeler.yml,,labeler,pull_request_target,,1,0,1,0,0,True,False,0,0,13
moby/moby,.github/workflows/pr-review-trigger.yml,,PR Review - Trigger,pull_request,,1,0,1,0,0,True,False,0,0,2
moby/moby,.github/workflows/pr-review.yml,,PR Review,workflow_run,,1,0,1,0,0,False,False,0,0,2
moby/moby,.github/workflows/sync-release-branch.yml,,Sync Docker release branch,workflow_dispatch,,2,0,2,0,0,False,False,0,0,0
moby/moby,.github/workflows/test.yml,,test,"workflow_dispatch,push,pull_request",,9,3,6,5,6,True,False,2,0,16
moby/moby,.github/workflows/validate-milestone.yml,,validate-milestone,pull_request,,1,0,1,0,0,True,False,0,0,27
moby/moby,.github/workflows/validate-pr.yml,,validate-pr,pull_request,,4,0,4,0,0,False,False,0,0,26
moby/moby,.github/workflows/vm.yml,,vm,"workflow_dispatch,push,pull_request",,2,2,0,1,1,True,False,0,0,12
moby/moby,.github/workflows/windows-2022.yml,,windows-2022,"schedule,workflow_dispatch",0 10 * * *,2,2,0,1,3,True,False,0,0,0
moby/moby,.github/workflows/windows-2025.yml,,windows-2025,"workflow_dispatch,push,pull_request",,2,2,0,1,3,True,False,0,0,16
moby/moby,.github/workflows/windows-integration-flaky.yml,,windows-integration-flaky,"workflow_dispatch,pull_request",,3,0,3,1,2,True,False,0,0,11
moby/moby,.github/workflows/zizmor.yml,,zizmor,"workflow_dispatch,push,pull_request",,1,1,0,0,0,True,False,0,0,12
nektos/act,.github/workflows/checks.yml,,checks,"pull_request,workflow_dispatch",,4,0,0,1,2,True,False,4,0,50
nektos/act,.github/workflows/codespell.yml,,Codespell,"push,pull_request",,1,0,0,0,0,False,False,0,0,50
nektos/act,.github/workflows/promote.yml,,promote,"schedule,workflow_dispatch",0 2 1 * *,1,0,0,0,0,False,False,1,0,3
nektos/act,.github/workflows/release.yml,,release,push,,1,0,0,0,0,False,False,1,0,0
nektos/act,.github/workflows/stale.yml,,Close stale issues,workflow_dispatch,,1,0,0,0,0,False,False,0,0,0
prometheus/prometheus,.github/workflows/approve-workflows.yml,,Approve pending workflows,issue_comment,,1,0,0,0,0,False,False,0,0,17
prometheus/prometheus,.github/workflows/automerge-dependabot.yml,,Dependabot auto-merge,pull_request,,1,0,0,0,0,True,False,0,0,30
prometheus/prometheus,.github/workflows/buf-lint.yml,,buf.build,pull_request,,1,0,0,0,0,False,True,0,0,0
prometheus/prometheus,.github/workflows/buf.yml,,buf.build,push,,1,0,0,0,0,False,False,0,0,9
prometheus/prometheus,.github/workflows/check_release_notes.yml,,Check release notes,pull_request,,1,0,0,0,0,False,False,0,0,45
prometheus/prometheus,.github/workflows/ci.yml,,CI,"pull_request,push",,22,2,0,4,12,False,False,3,7,40
prometheus/prometheus,.github/workflows/codeql-analysis.yml,,CodeQL,"workflow_call,schedule",26 14 * * 1,1,0,0,1,1,False,False,0,0,0
prometheus/prometheus,.github/workflows/container_description.yml,,Push README to Docker Hub,push,,2,0,0,0,0,False,True,0,0,1
prometheus/prometheus,.github/workflows/fuzzing.yml,,fuzzing,workflow_call,,2,0,0,1,4,False,False,1,1,0
prometheus/prometheus,.github/workflows/govulncheck.yml,,govulncheck,"pull_request,push,schedule",33 2 * * *,1,0,0,0,0,False,True,0,0,11
prometheus/prometheus,.github/workflows/lock.yml,,Lock Threads,"schedule,workflow_dispatch",13 23 * * *,1,0,0,0,0,False,False,0,0,2
prometheus/prometheus,.github/workflows/prombench.yml,,Prombench Workflow,repository_dispatch,,3,0,0,0,0,False,False,0,0,1
prometheus/prometheus,.github/workflows/repo_sync.yml,,Sync repo files,"schedule,workflow_dispatch",44 17 * * *,1,0,0,0,0,False,False,0,0,2
prometheus/prometheus,.github/workflows/scorecards.yml,,Scorecards supply-chain security,"pull_request,push",,1,0,0,0,0,False,False,0,0,39
prometheus/prometheus,.github/workflows/stale.yml,,Stale Check,"workflow_dispatch,schedule",16 22 * * *,1,0,0,0,0,False,False,0,0,2
traefik/traefik,.github/workflows/build.yaml,,Build Binaries,pull_request,,2,1,1,1,19,False,True,1,0,32
traefik/traefik,.github/workflows/check_doc.yaml,,Check Documentation,pull_request,,1,0,0,0,0,False,True,1,1,19
traefik/traefik,.github/workflows/close-org-fork-pr.yaml,,Close Organization Fork PR,pull_request_target,,1,0,0,0,0,False,False,0,0,3
traefik/traefik,.github/workflows/codeql.yml,,CodeQL,"push,schedule",11 22 * * 1,1,0,1,1,2,False,False,0,0,8
traefik/traefik,.github/workflows/documentation.yaml,,Build and Publish Documentation,"workflow_dispatch,push",,1,0,1,0,0,False,False,0,0,8
traefik/traefik,.github/workflows/experimental.yaml,,Build experimental image on branch,push,,2,1,1,0,0,False,False,1,0,8
traefik/traefik,.github/workflows/release.yaml,,Release,push,,3,1,2,1,17,False,False,0,0,0
traefik/traefik,.github/workflows/sync-docker-images.yaml,,Sync Docker Images,"workflow_dispatch,schedule",0 0 * * *,1,0,1,0,0,False,False,0,0,2
traefik/traefik,.github/workflows/template-webui.yaml,,Build Web UI,workflow_call,,1,0,1,0,0,False,False,1,1,0
traefik/traefik,.github/workflows/test-gateway-api-conformance.yaml,,Test K8s Gateway API conformance,pull_request,,1,0,1,0,0,False,True,1,0,5
traefik/traefik,.github/workflows/test-integration.yaml,,Test Integration,"push,pull_request",,3,0,2,1,12,False,True,2,1,39
traefik/traefik,.github/workflows/test-knative-conformance.yaml,,Test Knative conformance,pull_request,,1,0,1,0,0,False,True,1,0,2
traefik/traefik,.github/workflows/test-unit.yaml,,Test Unit,"push,pull_request",,2,0,1,0,0,False,True,2,2,39
traefik/traefik,.github/workflows/validate.yaml,,Validate,pull_request,,3,0,3,0,0,False,False,3,0,33
usememos/memos,.github/workflows/backend-tests.yml,,Backend Tests,"push,pull_request",,2,0,0,1,4,True,True,2,1,46
usememos/memos,.github/workflows/build-canary-image.yml,,Build Canary Image,push,,3,0,0,1,2,True,False,2,1,23
usememos/memos,.github/workflows/demo-deploy.yml,,Demo Deploy,workflow_dispatch,,1,0,0,0,0,False,False,0,0,9
usememos/memos,.github/workflows/frontend-tests.yml,,Frontend Tests,"push,pull_request",,2,0,0,0,0,True,True,2,2,47
usememos/memos,.github/workflows/proto-linter.yml,,Proto Linter,"push,pull_request",,1,0,0,0,0,True,True,0,0,37
usememos/memos,.github/workflows/release-please.yml,,Release Please,"push,workflow_dispatch",,1,0,0,0,0,True,False,0,0,23
usememos/memos,.github/workflows/release.yml,,Release,"push,workflow_dispatch",,8,1,0,2,6,True,False,3,2,0
usememos/memos,.github/workflows/stale.yml,,Manage Stale Issues and Pull Requests,"schedule,workflow_dispatch",17 2 * * *,1,0,0,0,0,False,False,0,0,6
usememos/memos,.github/workflows/upgrade-smoke.yml,,Upgrade Smoke,"workflow_call,workflow_dispatch,pull_request",,3,0,0,1,3,True,True,2,2,9
pocketbase/pocketbase,.github/workflows/release.yaml,,basebuild,"pull_request,push",,1,0,0,0,0,False,False,1,1,168
rclone/rclone,.github/workflows/build.yml,,build,"push,pull_request,workflow_dispatch",,3,0,3,1,14,False,False,3,2,117
rclone/rclone,.github/workflows/build_publish_docker_image.yml,,Build & Push Docker Images,"push,workflow_dispatch",,2,0,1,1,5,False,False,1,0,39
rclone/rclone,.github/workflows/build_publish_docker_plugin.yml,,Release Build for Docker Plugin,"release,workflow_dispatch",,1,0,0,0,0,False,False,0,0,1
rclone/rclone,.github/workflows/notify.yml,,Notify users based on issue labels,issues,,1,0,0,0,0,False,False,0,0,6
rclone/rclone,.github/workflows/winget.yml,,Publish to Winget,release,,1,0,0,0,0,False,False,0,0,1
go-gitea/gitea,.github/workflows/cache-prune.yml,,cache-prune,"schedule,workflow_dispatch,workflow_call",37 */6 * * *,1,0,0,0,0,False,False,0,0,5
go-gitea/gitea,.github/workflows/cache-seeder.yml,,cache-seeder,"workflow_dispatch,push",,5,1,0,1,1,True,True,0,0,0
go-gitea/gitea,.github/workflows/cron-licenses.yml,,cron-licenses,workflow_dispatch,,1,0,0,0,0,False,False,0,0,0
go-gitea/gitea,.github/workflows/cron-renovate.yml,,cron-renovate,"schedule,workflow_dispatch",23 * * * *,1,0,1,0,0,False,False,0,0,31
go-gitea/gitea,.github/workflows/cron-translations.yml,,cron-translations,"schedule,workflow_dispatch",7 0 * * *,1,0,0,0,0,False,False,0,0,2
go-gitea/gitea,.github/workflows/files-changed.yml,,files-changed,workflow_call,,1,0,1,0,0,False,False,0,0,0
go-gitea/gitea,.github/workflows/giteabot-backport.yml,,giteabot backport,"push,workflow_dispatch",,1,0,1,0,0,False,False,0,0,0
go-gitea/gitea,.github/workflows/giteabot.yml,,giteabot,"push,pull_request_target,pull_request_review,schedule,workflow_dispatch",15 3 * * *,1,0,1,0,0,False,False,0,0,53
go-gitea/gitea,.github/workflows/pull-compliance.yml,,compliance,pull_request,,6,1,0,0,0,True,False,0,1,18
go-gitea/gitea,.github/workflows/pull-db-tests.yml,,db-tests,pull_request,,7,1,2,0,0,True,False,0,0,18
go-gitea/gitea,.github/workflows/pull-docker-dryrun.yml,,docker-dryrun,pull_request,,4,1,0,0,0,True,False,0,0,18
go-gitea/gitea,.github/workflows/pull-e2e-tests.yml,,e2e-tests,pull_request,,2,1,0,0,0,True,False,0,0,18
go-gitea/gitea,.github/workflows/pull-labeler.yml,,labeler,pull_request_target,,2,0,1,0,0,True,False,0,1,33
go-gitea/gitea,.github/workflows/release-nightly-snapcraft.yml,,release-nightly-snapcraft,"push,workflow_dispatch",,1,0,0,1,2,True,False,0,0,0
go-gitea/gitea,.github/workflows/release-nightly.yml,,release-nightly,push,,2,0,0,0,0,True,False,1,0,0
go-gitea/gitea,.github/workflows/release-tag-rc.yml,,release-tag-rc,push,,2,0,0,0,0,False,False,0,0,0
go-gitea/gitea,.github/workflows/release-tag-version.yml,,release-tag-version,push,,2,0,0,0,0,False,False,0,0,0
etcd-io/etcd,.github/workflows/antithesis-test.yml,,Build and trigger Antithesis exploration,"schedule,workflow_dispatch",0 0 * * *,1,0,0,0,0,False,False,0,0,3
etcd-io/etcd,.github/workflows/antithesis-verify.yml,,Verify Antithesis Docker Compose Pipeline,"push,pull_request",,1,0,0,1,2,False,True,0,0,1
etcd-io/etcd,.github/workflows/antithesis.debugger.yml,,Trigger Antithesis debugger,workflow_dispatch,,1,0,0,0,0,False,False,0,0,0
etcd-io/etcd,.github/workflows/bump-devcontainer-version.yml,,Bump devcontainer version,pull_request,,2,0,0,0,0,False,False,0,0,26
etcd-io/etcd,.github/workflows/cherrypick-bot-ok-to-test.yaml,,Auto-label ok-to-test (cherrypick bot),pull_request_target,,1,0,0,0,0,False,False,0,0,22
etcd-io/etcd,.github/workflows/codeql-analysis.yml,,CodeQL,"push,pull_request,schedule",20 14 * * 5,1,0,0,1,1,False,False,0,0,32
etcd-io/etcd,.github/workflows/gh-workflow-approve.yaml,,Approve GitHub Workflows,pull_request_target,,1,0,0,0,0,False,False,0,0,85
etcd-io/etcd,.github/workflows/measure-testgrid-flakiness.yaml,,Measure TestGrid Flakiness,schedule,0 0 * * *,1,0,0,0,0,False,False,1,0,3
etcd-io/etcd,.github/workflows/scorecards.yml,,Scorecards supply-chain security,"branch_protection_rule,schedule,push",45 1 * * 0,1,0,0,0,0,False,False,0,0,6
etcd-io/etcd,.github/workflows/stale.yaml,,Mark and close stale issues and PRs,schedule,0 0 * * *,1,0,0,0,0,False,False,0,0,3
etcd-io/etcd,.github/workflows/verify-released-assets.yaml,,Verify released binary assets,release,,1,0,0,0,0,False,False,0,0,0
router-for-me/CLIProxyAPI,.github/workflows/agents-md-guard.yml,,agents-md-guard,pull_request_target,,1,0,0,0,0,False,False,0,0,67
router-for-me/CLIProxyAPI,.github/workflows/auto-retarget-main-pr-to-dev.yml,,auto-retarget-main-pr-to-dev,pull_request_target,,1,0,0,0,0,False,False,0,0,2
router-for-me/CLIProxyAPI,.github/workflows/docker-image.yml,,docker-image,push,,3,0,0,0,0,False,False,2,0,1
router-for-me/CLIProxyAPI,.github/workflows/pr-path-guard.yml,,translator-path-guard,pull_request,,1,0,0,0,0,False,False,0,0,64
