repo,language,star_bucket,stars_at_selection,rank_in_cell,scan_status,private,default_branch,workflow_files,workflow_files_parsed,config_jobs,has_workflows,uses_cache_any_job,jobs_with_install_steps,install_jobs_with_cache,timeout_any_job,timeout_all_jobs,concurrency_cancel_any_pr_workflow,pr_workflows,scheduled_workflows,runs_total_in_window_90d,runs_listed,runs_failed_listed,runs_scheduled_listed,runs_with_job_data,jobs_sampled,billed_minutes_sampled,raw_seconds_sampled,rounding_waste_minutes_sampled,list_price_2026_sampled,list_price_2025_sampled,priced_minutes_sampled,self_hosted_minutes_sampled,unpriced_hosted_minutes_sampled,avg_billed_minutes_per_run_sampled,est_billed_minutes_90d,est_list_price_2026_90d,markdown_files,top_level_dirs,scanned_at,api_requests
tapascript/40-days-of-javascript,JavaScript,100-499,496,13,done,False,main,0.0,0.0,0.0,False,False,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,44.0,2026-09-11T19:31:48Z,5.0
thegreenwebfoundation/co2.js,JavaScript,100-499,496,14,done,False,main,2.0,2.0,2.0,True,False,2.0,0.0,False,False,False,1.0,1.0,50.0,50.0,36.0,3.0,8.0,12.0,13.0,378.0,6.7,0.078,0.104,13.0,0.0,0.0,1.62,81.0,0.49,7.0,7.0,2026-09-11T19:31:58Z,15.0
TryGhost/Ghost-CLI,JavaScript,100-499,496,15,done,False,main,4.0,4.0,12.0,True,True,10.0,10.0,False,False,True,1.0,1.0,5606.0,200.0,21.0,12.0,8.0,32.0,45.0,1861.0,14.0,0.458,0.616,45.0,0.0,0.0,5.62,31534.0,320.94,9.0,6.0,2026-09-11T19:32:15Z,18.0
devrsi0n/React-2048-game,JavaScript,100-499,495,16,done,False,master,0.0,0.0,0.0,False,False,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,2026-09-11T19:32:17Z,5.0
JohnCoene/waiter,JavaScript,100-499,495,17,done,False,master,0.0,0.0,0.0,False,False,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,7.0,2026-09-11T19:32:19Z,5.0
is-a-software/is-a-software,JavaScript,100-499,495,18,done,False,migration,0.0,0.0,0.0,False,False,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,2026-09-11T19:32:21Z,5.0
glortho/react-keydown,JavaScript,100-499,495,19,done,False,master,0.0,0.0,0.0,False,False,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2026-09-11T19:32:23Z,5.0
runtipi/runtipi-appstore,JavaScript,100-499,495,20,done,False,master,4.0,4.0,4.0,True,True,2.0,1.0,False,False,False,2.0,2.0,4220.0,200.0,6.0,1.0,8.0,8.0,12.0,364.0,5.9,0.072,0.096,12.0,0.0,0.0,1.5,6330.0,37.98,274.0,7.0,2026-09-11T19:32:41Z,18.0
scala-text/scala_text,JavaScript,100-499,494,21,done,False,master,2.0,2.0,3.0,True,False,1.0,0.0,True,True,True,1.0,2.0,758.0,200.0,14.0,48.0,8.0,12.0,22.0,901.0,7.0,0.132,0.176,22.0,0.0,0.0,2.75,2084.0,12.51,26.0,4.0,2026-09-11T19:32:55Z,16.0
RadishXN/run-abroad,JavaScript,100-499,494,22,done,False,main,1.0,1.0,1.0,True,False,0.0,0.0,False,False,False,0.0,0.0,38.0,38.0,0.0,0.0,8.0,8.0,8.0,101.0,6.3,0.048,0.064,8.0,0.0,0.0,1.0,38.0,0.23,2.0,3.0,2026-09-11T19:33:04Z,14.0
hushhq/hush,JavaScript,100-499,494,23,done,False,main,1.0,1.0,1.0,True,False,1.0,0.0,False,False,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,2026-09-11T19:33:07Z,6.0
webpack/stylus-loader,JavaScript,100-499,493,24,done,False,main,3.0,3.0,4.0,True,True,3.0,3.0,False,False,False,2.0,0.0,57.0,57.0,18.0,0.0,8.0,26.0,32.0,1190.0,12.2,0.576,0.784,32.0,0.0,0.0,4.0,228.0,4.1,4.0,7.0,2026-09-11T19:33:19Z,16.0
goehou/tabbit-toy,JavaScript,100-499,493,25,done,False,main,0.0,0.0,0.0,False,False,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,2026-09-11T19:33:21Z,5.0
hluk/copyq-commands,JavaScript,100-499,493,26,done,False,master,2.0,2.0,2.0,True,False,0.0,0.0,False,False,False,2.0,0.0,7.0,7.0,0.0,0.0,7.0,7.0,7.0,106.0,5.2,0.042,0.056,7.0,0.0,0.0,1.0,7.0,0.04,7.0,11.0,2026-09-11T19:33:30Z,14.0
TerraFirmaGreg-Team/Modpack-Modern,JavaScript,100-499,493,27,done,False,dev,4.0,4.0,13.0,True,True,0.0,0.0,False,False,False,0.0,1.0,319.0,200.0,12.0,49.0,8.0,32.0,113.0,6103.0,11.3,0.678,0.904,113.0,0.0,0.0,14.12,4506.0,27.04,8.0,7.0,2026-09-11T19:33:47Z,18.0
nuxt-community/dotenv-module,JavaScript,100-499,493,28,done,False,master,1.0,1.0,1.0,True,True,1.0,1.0,False,False,False,1.0,0.0,52.0,52.0,51.0,0.0,8.0,8.0,8.0,206.0,4.6,0.048,0.064,8.0,0.0,0.0,1.0,52.0,0.31,3.0,3.0,2026-09-11T19:33:57Z,14.0
mourner/projects,JavaScript,100-499,493,29,done,False,master,1.0,1.0,1.0,True,False,1.0,0.0,False,False,False,0.0,1.0,12.0,12.0,0.0,12.0,8.0,8.0,8.0,195.0,4.8,0.048,0.064,8.0,0.0,0.0,1.0,12.0,0.07,1.0,2.0,2026-09-11T19:34:07Z,14.0
N8python/n8ao,JavaScript,100-499,493,30,done,False,master,0.0,0.0,0.0,False,False,0.0,0.0,False,False,False,0.0,0.0,3.0,3.0,0.0,0.0,3.0,9.0,9.0,116.0,7.1,0.054,0.072,9.0,0.0,0.0,3.0,9.0,0.05,1.0,4.0,2026-09-11T19:34:11Z,8.0
ggrossetie/asciidoctor-web-pdf,JavaScript,100-499,493,31,done,False,main,2.0,2.0,5.0,True,True,5.0,1.0,False,False,False,1.0,0.0,100.0,99.0,24.0,0.0,8.0,46.0,861.0,50370.0,21.5,6.13,8.168,861.0,0.0,0.0,107.62,10762.0,76.62,10.0,11.0,2026-09-11T19:34:25Z,15.0
ericpaulbishop/gargoyle,JavaScript,100-499,493,32,done,False,master,0.0,0.0,0.0,False,False,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,2026-09-11T19:34:28Z,5.0
bearcove/arborium,JavaScript,100-499,492,33,done,False,main,1.0,1.0,19.0,True,True,4.0,3.0,False,False,False,1.0,0.0,24.0,24.0,9.0,0.0,3.0,57.0,173.0,8805.0,26.2,0.952,1.232,28.0,145.0,0.0,57.67,1384.0,7.62,31.0,16.0,2026-09-11T19:34:42Z,14.0
googleads/videojs-ima,JavaScript,100-499,492,34,done,False,main,0.0,0.0,0.0,False,False,0.0,0.0,False,False,False,0.0,0.0,35.0,35.0,7.0,0.0,8.0,12.0,14.0,497.0,5.7,0.084,0.112,14.0,0.0,0.0,1.75,61.0,0.37,5.0,8.0,2026-09-11T19:34:51Z,13.0
github/clipboard-copy-element,JavaScript,100-499,492,35,done,False,main,2.0,2.0,2.0,True,True,2.0,1.0,False,False,False,0.0,0.0,94.0,93.0,3.0,0.0,8.0,11.0,19.0,838.0,5.0,0.066,0.088,11.0,0.0,8.0,2.38,223.0,0.78,1.0,5.0,2026-09-11T19:35:02Z,15.0
EsotericSoftware/spine-scripts,JavaScript,100-499,492,36,done,False,master,0.0,0.0,0.0,False,False,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,8.0,2026-09-11T19:35:04Z,5.0
IonRh/Cloudflare-BestIP,JavaScript,100-499,491,37,done,False,main,1.0,1.0,1.0,True,False,0.0,0.0,False,False,False,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,40.0,0.3,0.006,0.008,1.0,0.0,0.0,1.0,1.0,0.01,1.0,4.0,2026-09-11T19:35:08Z,7.0
ember-bootstrap/ember-bootstrap,JavaScript,100-499,491,38,done,False,master,2.0,2.0,7.0,True,False,0.0,0.0,True,False,False,1.0,1.0,113.0,113.0,113.0,13.0,8.0,103.0,154.0,7507.0,28.9,1.876,2.456,154.0,0.0,0.0,19.25,2175.0,26.5,12.0,7.0,2026-09-11T19:35:28Z,16.0
TTLApp/time-to-leave,JavaScript,100-499,491,39,done,False,main,5.0,5.0,8.0,True,True,7.0,1.0,False,False,False,2.0,0.0,261.0,200.0,26.0,0.0,6.0,10.0,17.0,618.0,6.7,0.398,0.528,17.0,0.0,0.0,2.83,740.0,17.31,39.0,16.0,2026-09-11T19:35:47Z,19.0
JimLiu/baocut,JavaScript,100-499,491,40,done,False,main,0.0,0.0,0.0,False,False,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,2026-09-11T19:35:49Z,5.0
google-gemini/gemini-live-api-examples,JavaScript,100-499,491,41,done,False,main,0.0,0.0,0.0,False,False,0.0,0.0,False,False,False,0.0,0.0,52.0,52.0,4.0,0.0,4.0,16.0,4.0,65.0,2.9,0.024,0.032,4.0,0.0,0.0,1.0,52.0,0.31,6.0,3.0,2026-09-11T19:35:58Z,13.0
direktiv/direktiv,JavaScript,100-499,490,42,done,False,main,3.0,3.0,7.0,True,True,1.0,1.0,True,False,True,2.0,0.0,27.0,27.0,1.0,0.0,8.0,24.0,80.0,3963.0,13.9,0.48,0.64,80.0,0.0,0.0,10.0,270.0,1.62,16.0,12.0,2026-09-11T19:36:10Z,16.0
carlosperate/ardublockly,JavaScript,100-499,490,43,done,False,master,0.0,0.0,0.0,False,False,0.0,0.0,False,False,False,0.0,0.0,3.0,3.0,0.0,0.0,3.0,9.0,18.0,637.0,7.4,0.108,0.144,18.0,0.0,0.0,6.0,18.0,0.11,18.0,6.0,2026-09-11T19:36:15Z,8.0
giggio/node-chromedriver,JavaScript,100-499,489,44,done,False,main,6.0,6.0,12.0,True,True,6.0,4.0,False,False,False,2.0,2.0,308.0,200.0,58.0,115.0,8.0,29.0,32.0,923.0,16.6,0.593,0.775,32.0,0.0,0.0,4.0,1232.0,22.83,1.0,6.0,2026-09-11T19:36:32Z,20.0
ibmtjbot/tjbot,JavaScript,100-499,489,45,done,False,main,0.0,0.0,0.0,False,False,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,5.0,2026-09-11T19:36:34Z,5.0
JetBrains/kotlin-playground,JavaScript,100-499,489,46,done,False,master,1.0,1.0,1.0,True,True,1.0,1.0,True,True,True,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,2026-09-11T19:36:38Z,6.0
lizhipay/mcy-shop,JavaScript,100-499,489,47,done,False,main,0.0,0.0,0.0,False,False,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,5.0,2026-09-11T19:36:41Z,5.0
pakastin/car,JavaScript,100-499,488,48,done,False,master,0.0,0.0,0.0,False,False,0.0,0.0,False,False,False,0.0,0.0,2.0,2.0,0.0,0.0,2.0,6.0,6.0,82.0,4.6,0.036,0.048,6.0,0.0,0.0,3.0,6.0,0.04,1.0,1.0,2026-09-11T19:36:45Z,7.0
cr0hn/vulnerable-node,JavaScript,100-499,488,49,done,False,master,3.0,3.0,7.0,True,False,4.0,0.0,False,False,False,1.0,0.0,18.0,18.0,4.0,0.0,8.0,20.0,22.0,492.0,13.8,0.132,0.176,22.0,0.0,0.0,2.75,50.0,0.3,27.0,14.0,2026-09-11T19:36:55Z,16.0
juxt/allium,JavaScript,100-499,488,50,done,False,main,1.0,1.0,1.0,True,False,1.0,0.0,False,False,False,1.0,0.0,68.0,68.0,2.0,0.0,8.0,10.0,10.0,105.0,8.2,0.06,0.08,10.0,0.0,0.0,1.25,85.0,0.51,37.0,12.0,2026-09-11T19:37:09Z,14.0
gautamkrishnar/motrix-webextension,JavaScript,500-1999,1998,1,done,False,master,3.0,3.0,6.0,True,True,5.0,5.0,False,False,False,1.0,1.0,106.0,106.0,3.0,86.0,8.0,12.0,15.0,464.0,7.3,0.09,0.12,15.0,0.0,0.0,1.88,199.0,1.19,3.0,3.0,2026-09-11T19:37:25Z,17.0
imcvampire/vue-axios,JavaScript,500-1999,1996,2,done,False,master,2.0,2.0,3.0,True,False,2.0,0.0,False,False,False,1.0,1.0,6.0,6.0,5.0,0.0,6.0,14.0,11.0,156.0,8.4,0.066,0.088,11.0,0.0,0.0,1.83,11.0,0.07,3.0,3.0,2026-09-11T19:37:33Z,13.0
netbymatt/ws4kp,JavaScript,500-1999,1994,3,done,False,main,2.0,2.0,2.0,True,True,0.0,0.0,False,False,False,1.0,1.0,39.0,38.0,0.0,12.0,8.0,8.0,32.0,1659.0,4.3,0.192,0.256,32.0,0.0,0.0,4.0,156.0,0.94,6.0,11.0,2026-09-11T19:37:44Z,15.0
vonzosten/awesome-LangGraph,JavaScript,500-1999,1994,4,done,False,main,3.0,3.0,4.0,True,False,3.0,0.0,False,False,False,1.0,2.0,29.0,29.0,5.0,16.0,3.0,3.0,3.0,67.0,1.9,0.018,0.024,3.0,0.0,0.0,1.0,29.0,0.17,3.0,3.0,2026-09-11T19:37:52Z,16.0
keajs/kea,JavaScript,500-1999,1991,5,done,False,master,1.0,1.0,1.0,True,True,1.0,1.0,False,False,False,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1441.0,86401.0,1.0,8.646,11.528,1441.0,0.0,0.0,1441.0,1441.0,8.65,6.0,5.0,2026-09-11T19:37:56Z,7.0
Yoast/wordpress-seo,JavaScript,500-1999,1991,6,done,False,trunk,20.0,20.0,23.0,True,True,12.0,7.0,False,False,True,14.0,2.0,13341.0,200.0,12.0,0.0,8.0,12.0,34.0,1613.0,7.1,0.204,0.272,34.0,0.0,0.0,4.25,56699.0,340.2,219.0,18.0,2026-09-11T19:38:18Z,34.0
akhilrex/podgrab,JavaScript,500-1999,1991,7,done,False,master,1.0,1.0,1.0,True,True,0.0,0.0,False,False,False,0.0,0.0,5.0,5.0,2.0,0.0,5.0,5.0,5.0,158.0,2.4,0.03,0.04,5.0,0.0,0.0,1.0,5.0,0.03,5.0,11.0,2026-09-11T19:38:24Z,11.0
Elanis/web-to-desktop-framework-comparison,JavaScript,500-1999,1991,8,done,False,main,2.0,2.0,2.0,True,True,2.0,1.0,False,False,False,0.0,0.0,447.0,200.0,65.0,0.0,8.0,18.0,25.0,1036.0,7.7,0.51,0.68,25.0,0.0,0.0,3.12,1397.0,28.5,14.0,3.0,2026-09-11T19:38:39Z,16.0
LinkedInLearning/javascript-essential-training-2832077,JavaScript,500-1999,1987,9,done,False,main,0.0,0.0,0.0,False,False,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,80.0,2026-09-11T19:38:42Z,5.0
pqina/react-filepond,JavaScript,500-1999,1986,10,done,False,master,0.0,0.0,0.0,False,False,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,2026-09-11T19:38:44Z,5.0
notifme/notifme-sdk,JavaScript,500-1999,1985,11,done,False,master,3.0,3.0,4.0,True,True,2.0,2.0,False,False,False,2.0,0.0,21.0,21.0,2.0,0.0,8.0,22.0,23.0,857.0,8.7,0.138,0.184,23.0,0.0,0.0,2.88,60.0,0.36,1.0,7.0,2026-09-11T19:38:55Z,16.0
sindresorhus/clipboardy,JavaScript,500-1999,1983,12,done,False,main,1.0,1.0,1.0,True,False,1.0,0.0,False,False,False,1.0,0.0,6.0,6.0,0.0,0.0,6.0,28.0,41.0,1406.0,17.6,1.138,1.552,41.0,0.0,0.0,6.83,41.0,1.14,2.0,3.0,2026-09-11T19:39:03Z,12.0
davidmerfield/blot,JavaScript,500-1999,1979,13,done,False,master,7.0,7.0,20.0,True,True,8.0,3.0,True,False,True,6.0,0.0,2576.0,200.0,14.0,0.0,8.0,61.0,103.0,4432.0,29.1,0.612,0.806,103.0,0.0,0.0,12.88,33166.0,197.06,46.0,5.0,2026-09-11T19:39:50Z,21.0
jeffbski/wait-on,JavaScript,500-1999,1979,14,done,False,master,1.0,1.0,1.0,True,True,1.0,1.0,False,False,False,1.0,0.0,25.0,25.0,12.0,0.0,8.0,14.0,24.0,870.0,9.5,0.144,0.192,24.0,0.0,0.0,3.0,75.0,0.45,1.0,4.0,2026-09-11T19:40:00Z,14.0
quantskills/quantskills,JavaScript,500-1999,1976,15,done,False,main,2.0,2.0,3.0,True,False,2.0,0.0,False,False,False,0.0,0.0,53.0,53.0,3.0,47.0,8.0,14.0,13.0,170.0,10.2,0.078,0.104,13.0,0.0,0.0,1.62,86.0,0.52,7.0,7.0,2026-09-11T19:40:10Z,15.0
evannotfound/hexo-theme-redefine,JavaScript,500-1999,1971,16,done,False,main,10.0,10.0,10.0,True,False,8.0,0.0,False,False,True,2.0,1.0,186.0,185.0,21.0,90.0,8.0,8.0,10.0,316.0,4.7,0.06,0.08,10.0,0.0,0.0,1.25,232.0,1.4,7.0,6.0,2026-09-11T19:40:25Z,24.0
WordPress/wordpress-playground,JavaScript,500-1999,1971,17,done,False,trunk,15.0,15.0,43.0,True,True,6.0,2.0,True,True,False,3.0,7.0,11744.0,200.0,1.0,179.0,5.0,60.0,329.0,18019.0,28.7,2.338,3.12,329.0,0.0,0.0,65.8,772755.0,5491.49,513.0,10.0,2026-09-11T19:40:49Z,29.0
caseywebdev/react-list,JavaScript,500-1999,1969,18,done,False,master,0.0,0.0,0.0,False,False,0.0,0.0,False,False,False,0.0,0.0,1.0,1.0,0.0,0.0,1.0,3.0,3.0,31.0,2.5,0.018,0.024,3.0,0.0,0.0,3.0,3.0,0.02,2.0,2.0,2026-09-11T19:40:52Z,6.0
protectwise/troika,JavaScript,500-1999,1969,19,done,False,main,2.0,2.0,2.0,True,False,2.0,0.0,False,False,False,1.0,0.0,18.0,18.0,0.0,0.0,8.0,14.0,16.0,312.0,10.8,0.096,0.128,16.0,0.0,0.0,2.0,36.0,0.22,57.0,3.0,2026-09-11T19:41:03Z,15.0
moscajs/aedes,JavaScript,500-1999,1968,20,done,False,main,5.0,5.0,6.0,True,True,2.0,1.0,False,False,False,4.0,0.0,833.0,200.0,26.0,0.0,8.0,17.0,32.0,1166.0,12.6,0.376,0.504,32.0,0.0,0.0,4.0,3332.0,39.15,8.0,7.0,2026-09-11T19:41:18Z,19.0
pburtchaell/redux-promise-middleware,JavaScript,500-1999,1967,21,done,False,main,0.0,0.0,0.0,False,False,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,5.0,2026-09-11T19:41:20Z,5.0
ollm/OpenComic,JavaScript,500-1999,1966,22,done,False,master,3.0,3.0,3.0,True,False,0.0,0.0,False,False,False,1.0,2.0,225.0,200.0,2.0,164.0,8.0,8.0,8.0,85.0,6.6,0.048,0.064,8.0,0.0,0.0,1.0,225.0,1.35,13.0,10.0,2026-09-11T19:41:33Z,17.0
onblog/BlogHelper,JavaScript,500-1999,1966,23,done,False,master,0.0,0.0,0.0,False,False,0.0,0.0,False,False,False,0.0,0.0,3.0,3.0,2.0,0.0,3.0,3.0,4.0,170.0,1.2,0.024,0.032,4.0,0.0,0.0,1.33,4.0,0.02,6.0,3.0,2026-09-11T19:41:36Z,8.0
webpack/minimizer-webpack-plugin,JavaScript,500-1999,1965,24,done,False,main,3.0,3.0,4.0,True,True,3.0,3.0,False,False,False,2.0,0.0,356.0,200.0,28.0,0.0,8.0,80.0,180.0,8485.0,38.6,4.98,6.64,180.0,0.0,0.0,22.5,8010.0,221.61,3.0,7.0,2026-09-11T19:41:56Z,17.0
ing-bank/lion,JavaScript,500-1999,1962,25,done,False,master,2.0,2.0,4.0,True,True,4.0,3.0,False,False,False,1.0,0.0,349.0,200.0,115.0,0.0,8.0,26.0,82.0,4004.0,15.3,0.56,0.792,82.0,0.0,0.0,10.25,3577.0,24.43,294.0,13.0,2026-09-11T19:42:11Z,16.0
xdan/jodit,JavaScript,500-1999,1960,26,done,False,main,12.0,12.0,18.0,True,True,10.0,10.0,True,False,False,5.0,1.0,1320.0,200.0,13.0,10.0,8.0,19.0,31.0,1499.0,6.0,0.186,0.248,31.0,0.0,0.0,3.88,5115.0,30.69,131.0,11.0,2026-09-11T19:42:28Z,26.0
composio-community/awesome-claude-plugins,JavaScript,500-1999,1957,27,done,False,master,0.0,0.0,0.0,False,False,0.0,0.0,False,False,False,0.0,0.0,19.0,19.0,0.0,0.0,8.0,15.0,29.0,1343.0,6.6,0.174,0.232,29.0,0.0,0.0,3.62,69.0,0.41,76.0,26.0,2026-09-11T19:42:37Z,13.0
vrcx-team/VRCX,JavaScript,500-1999,1955,28,done,False,master,3.0,3.0,11.0,True,True,7.0,7.0,False,False,False,0.0,1.0,356.0,200.0,0.0,200.0,8.0,8.0,8.0,41.0,7.3,0.048,0.064,8.0,0.0,0.0,1.0,356.0,2.14,14.0,9.0,2026-09-11T19:42:50Z,17.0
microsoft/PowerBI-Developer-Samples,JavaScript,500-1999,1950,29,done,False,master,0.0,0.0,0.0,False,False,0.0,0.0,False,False,False,0.0,0.0,13.0,13.0,0.0,0.0,8.0,24.0,43.0,1923.0,10.9,0.258,0.344,43.0,0.0,0.0,5.38,70.0,0.42,17.0,7.0,2026-09-11T19:43:00Z,13.0
fossasia/star-me,JavaScript,500-1999,1949,30,done,False,main,0.0,0.0,0.0,False,False,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2026-09-11T19:43:02Z,5.0
marmelab/json-graphql-server,JavaScript,500-1999,1949,31,done,False,master,1.0,1.0,1.0,True,False,1.0,0.0,False,False,False,1.0,0.0,17.0,17.0,11.0,0.0,8.0,9.0,9.0,362.0,3.0,0.054,0.072,9.0,0.0,0.0,1.12,19.0,0.11,8.0,4.0,2026-09-11T19:43:11Z,14.0
btholt/complete-intro-to-web-dev-v3,JavaScript,500-1999,1947,32,done,False,main,1.0,1.0,1.0,True,False,1.0,0.0,False,False,False,0.0,0.0,2.0,2.0,0.0,0.0,2.0,4.0,4.0,43.0,3.3,0.024,0.032,4.0,0.0,0.0,2.0,4.0,0.02,41.0,8.0,2026-09-11T19:43:15Z,8.0
kswedberg/jquery-smooth-scroll,JavaScript,500-1999,1945,33,done,False,master,0.0,0.0,0.0,False,False,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2026-09-11T19:43:17Z,5.0
nbubna/store,JavaScript,500-1999,1944,34,done,False,master,0.0,0.0,0.0,False,False,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2026-09-11T19:43:19Z,5.0
scality/cloudserver,JavaScript,500-1999,1943,35,done,False,development/9.3,7.0,7.0,21.0,True,True,7.0,5.0,False,False,False,4.0,0.0,3608.0,200.0,17.0,0.0,8.0,36.0,168.0,9025.0,17.6,1.008,1.344,168.0,0.0,0.0,21.0,75768.0,454.61,27.0,14.0,2026-09-11T19:43:36Z,21.0
webtorrent/bittorrent-tracker,JavaScript,500-1999,1941,36,done,False,master,3.0,3.0,3.0,True,True,2.0,1.0,False,False,False,1.0,1.0,199.0,192.0,15.0,90.0,8.0,8.0,14.0,457.0,6.4,0.084,0.112,14.0,0.0,0.0,1.75,348.0,2.09,5.0,7.0,2026-09-11T19:43:50Z,17.0
psi-4ward/psitransfer,JavaScript,500-1999,1939,37,done,False,master,3.0,3.0,7.0,True,True,3.0,1.0,False,False,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,2026-09-11T19:43:53Z,8.0
leehaut/spring-boot-all,JavaScript,500-1999,1936,38,done,False,master,0.0,0.0,0.0,False,False,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,27.0,2026-09-11T19:43:55Z,5.0
twigjs/twig.js,JavaScript,500-1999,1935,39,done,False,master,2.0,2.0,3.0,True,True,2.0,2.0,False,False,False,1.0,0.0,65.0,65.0,16.0,0.0,7.0,13.0,13.0,265.0,8.6,0.078,0.104,13.0,0.0,0.0,1.86,121.0,0.72,18.0,9.0,2026-09-11T19:44:05Z,15.0
FPGAwars/icestudio,JavaScript,500-1999,1933,40,done,False,develop,9.0,9.0,15.0,True,True,12.0,1.0,False,False,False,1.0,1.0,191.0,191.0,22.0,73.0,8.0,20.0,9.0,169.0,6.2,0.11,0.144,9.0,0.0,0.0,1.12,215.0,2.63,8.0,7.0,2026-09-11T19:44:21Z,23.0
node-pinus/pinus,JavaScript,500-1999,1931,41,done,False,master,2.0,2.0,2.0,True,False,2.0,0.0,False,False,False,1.0,0.0,5.0,5.0,1.0,0.0,5.0,12.0,31.0,1449.0,6.8,0.186,0.248,31.0,0.0,0.0,6.2,31.0,0.19,37.0,7.0,2026-09-11T19:44:28Z,12.0
fastadminnet/fastadmin,JavaScript,500-1999,1927,42,done,False,1.6.x-dev,0.0,0.0,0.0,False,False,0.0,0.0,False,False,False,0.0,0.0,8.0,8.0,8.0,0.0,8.0,8.0,29.0,1545.0,3.2,0.174,0.232,29.0,0.0,0.0,3.62,29.0,0.17,2.0,6.0,2026-09-11T19:44:35Z,13.0
gnipbao/story-to-handdrawn-video,JavaScript,500-1999,1926,43,done,False,main,0.0,0.0,0.0,False,False,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,2026-09-11T19:44:37Z,5.0
